,시가,고가,저가,수정종가,거래량,거래대금
2019-04-23,15200.0,15800.0,15000.0,15650.0,2184706.0,34190648900.0
2019-04-24,15700.0,15950.0,15400.0,15550.0,1881800.0,29261990000.0
2019-04-25,15550.0,15700.0,15100.0,15200.0,1729925.0,26294860000.0
2019-04-26,15300.0,16450.0,15250.0,15500.0,5312668.0,82346354000.0
2019-04-29,15200.0,15250.0,14500.0,14500.0,3321610.0,48163345000.0
2019-04-30,14550.0,14800.0,14350.0,14500.0,1359144.0,19707588000.0
2019-05-02,14550.0,14900.0,14500.0,14750.0,1607151.0,23705477250.0
2019-05-03,14750.0,14950.0,14600.0,14850.0,1020927.0,15160765950.0
2019-05-07,14150.0,14900.0,14050.0,14650.0,1712118.0,25082528700.0
2019-05-08,14850.0,15150.0,14500.0,14550.0,2121321.0,30865220550.0
2019-05-09,14750.0,14800.0,13700.0,13900.0,2040433.0,28362018700.0
2019-05-10,13400.0,13700.0,13250.0,13400.0,2131089.0,28556592600.0
2019-05-13,13250.0,13850.0,13250.0,13300.0,1634628.0,21740552400.0
2019-05-14,13250.0,13650.0,13250.0,13550.0,1316931.0,17844415050.0
2019-05-15,13650.0,13900.0,13400.0,13900.0,1520166.0,21130307400.0
2019-05-16,14650.0,14750.0,13850.0,13900.0,2112897.0,29369268300.0
2019-05-17,14000.0,14800.0,13950.0,14050.0,3804243.0,53449614150.0
2019-05-20,14400.0,14600.0,13600.0,13700.0,2127233.0,29143092100.0
2019-05-21,13700.0,14150.0,13600.0,13900.0,1199428.0,16672049200.0
2019-05-22,13900.0,14550.0,13900.0,14450.0,1681197.0,24293296650.0
2019-05-23,14300.0,14400.0,13900.0,13950.0,1259167.0,17565379650.0
2019-05-24,13800.0,13900.0,13500.0,13750.0,1255332.0,17260815000.0
2019-05-27,13750.0,14350.0,13750.0,14200.0,1186697.0,16851097400.0
2019-05-28,14300.0,14650.0,14050.0,14350.0,1895752.0,27204041200.0
2019-05-29,14200.0,14300.0,13950.0,14100.0,857991.0,12097673100.0
2019-05-30,14100.0,14350.0,13900.0,14250.0,1088002.0,15504028500.0
2019-05-31,14200.0,14750.0,14050.0,14650.0,1741329.0,25510469850.0
2019-06-03,14700.0,14700.0,14250.0,14300.0,911571.0,13035465300.0
2019-06-04,14300.0,14750.0,14300.0,14650.0,1246614.0,18262895100.0
2019-06-05,14750.0,14850.0,14550.0,14800.0,1158025.0,17138770000.0
2019-06-07,14900.0,15250.0,14700.0,15250.0,1643797.0,25067904250.0
2019-06-10,15700.0,15750.0,15250.0,15400.0,3490470.0,53753238000.0
2019-06-11,15500.0,16150.0,15450.0,16150.0,4072397.0,65769211550.0
2019-06-12,16800.0,17550.0,16350.0,16450.0,9225875.0,151765643750.0
2019-06-13,15800.0,16400.0,15550.0,16250.0,11406711.0,185359053750.0
2019-06-14,16100.0,16250.0,15700.0,15900.0,4514329.0,71777831100.0
2019-06-17,15900.0,16000.0,15000.0,15100.0,3089728.0,46654892800.0
2019-06-18,15350.0,15500.0,14550.0,14700.0,3560187.0,52334748900.0
2019-06-19,14950.0,15500.0,14900.0,15500.0,4423107.0,68558158500.0
2019-06-20,15550.0,15550.0,15150.0,15150.0,2483277.0,37621646550.0
2019-06-21,15400.0,15400.0,14800.0,14800.0,2663979.0,39426889200.0
2019-06-24,15450.0,15600.0,15250.0,15450.0,4843698.0,74835134100.0
2019-06-25,15350.0,15450.0,14900.0,15050.0,2809574.0,42284088700.0
2019-06-26,15150.0,15250.0,14700.0,15100.0,2220223.0,33525367300.0
2019-06-27,15150.0,15350.0,14800.0,14950.0,2858092.0,42728475400.0
2019-06-28,15000.0,15250.0,14550.0,15200.0,3104338.0,47185937600.0
2019-07-01,16200.0,16400.0,15400.0,15800.0,10541036.0,166548368800.0
2019-07-02,15500.0,15550.0,15000.0,15050.0,3767615.0,56702605750.0
2019-07-03,15050.0,15100.0,14150.0,14200.0,3655773.0,51911976600.0
2019-07-04,14250.0,14600.0,14050.0,14200.0,2815633.0,39981988600.0
2019-07-05,14850.0,15300.0,14600.0,15200.0,6224672.0,94615014400.0
2019-07-08,14750.0,14850.0,14100.0,14150.0,3103710.0,43917496500.0
2019-07-09,14250.0,14300.0,13300.0,13550.0,3363935.0,45581319250.0
2019-07-10,13500.0,13650.0,13200.0,13400.0,2107454.0,28239883600.0
2019-07-11,13300.0,14350.0,13250.0,14350.0,4072633.0,58442283550.0
2019-07-12,13950.0,14200.0,13800.0,14050.0,2652210.0,37263550500.0
2019-07-15,14000.0,14600.0,13900.0,14250.0,2427567.0,34592829750.0
2019-07-16,14300.0,14350.0,14000.0,14100.0,1213614.0,17111957400.0
2019-07-17,13750.0,13850.0,13550.0,13700.0,1801841.0,24685221700.0
2019-07-18,13500.0,13850.0,13400.0,13400.0,1485144.0,19900929600.0
2019-07-19,13500.0,13750.0,13450.0,13650.0,1474748.0,20130310200.0
2019-07-22,13550.0,13600.0,13350.0,13450.0,792505.0,10659192250.0
2019-07-23,13550.0,13700.0,13150.0,13150.0,1403813.0,18460140950.0
2019-07-24,13050.0,13100.0,11950.0,12000.0,5052693.0,60632316000.0
2019-07-25,11650.0,11950.0,11450.0,11800.0,3572665.0,42157447000.0
2019-07-26,11650.0,11900.0,11150.0,11450.0,2543563.0,29123796350.0
2019-07-29,11300.0,11450.0,10950.0,11150.0,2618467.0,29195907050.0
2019-07-30,11200.0,11550.0,11200.0,11250.0,2233493.0,25126796250.0
2019-07-31,11300.0,11650.0,11150.0,11550.0,2016978.0,23296095900.0
2019-08-01,11450.0,11500.0,11200.0,11300.0,1249484.0,14119169200.0
2019-08-02,11000.0,11500.0,10850.0,11350.0,1260582.0,14307605700.0
2019-08-05,11300.0,11350.0,10250.0,10400.0,2414324.0,25108969600.0
2019-08-06,10000.0,11050.0,9750.0,10400.0,4061103.0,42235471200.0
2019-08-07,10550.0,10850.0,10400.0,10750.0,1713603.0,18421232250.0
2019-08-08,11200.0,11350.0,11000.0,11200.0,1817583.0,20356929600.0
2019-08-09,11250.0,11400.0,11050.0,11150.0,1357831.0,15139815650.0
2019-08-12,11500.0,11650.0,11300.0,11550.0,1994867.0,23040713850.0
2019-08-13,11450.0,11750.0,11300.0,11500.0,1753178.0,20161547000.0
2019-08-14,11700.0,11700.0,11450.0,11650.0,1171373.0,13646495450.0
2019-08-16,11300.0,11450.0,11200.0,11300.0,1060967.0,11988927100.0
2019-08-19,11500.0,12400.0,11400.0,12400.0,3046668.0,37778683200.0
2019-08-20,12300.0,12450.0,12100.0,12400.0,1868067.0,23164030800.0
2019-08-21,12250.0,12400.0,11950.0,12200.0,1659451.0,20245302200.0
2019-08-22,11900.0,11950.0,11650.0,11800.0,2702130.0,31885134000.0
2019-08-23,11750.0,11950.0,11550.0,11650.0,1304932.0,15202457800.0
2019-08-26,11200.0,11400.0,10900.0,10950.0,1731212.0,18956771400.0
2019-08-27,11350.0,11600.0,11000.0,11100.0,1536563.0,17055849300.0
2019-08-28,11050.0,11500.0,11050.0,11450.0,1027178.0,11761188100.0
2019-08-29,11550.0,11600.0,11300.0,11500.0,822323.0,9456714500.0
2019-08-30,11600.0,12200.0,11550.0,12150.0,1641810.0,19947991500.0
2019-09-02,11700.0,11850.0,11550.0,11700.0,1897484.0,22200562800.0
2019-09-03,11700.0,12000.0,11650.0,11900.0,1520188.0,18090237200.0
2019-09-04,11800.0,12000.0,11800.0,11900.0,907508.0,10799345200.0
2019-09-05,12050.0,12200.0,11900.0,12150.0,1292621.0,15705345150.0
2019-09-06,12150.0,12200.0,11900.0,11900.0,726241.0,8642267900.0
2019-09-09,11950.0,12000.0,11600.0,11650.0,941216.0,10965166400.0
2019-09-10,12350.0,12850.0,12100.0,12750.0,5815992.0,74153898000.0
2019-09-11,13150.0,13300.0,12550.0,12800.0,4925884.0,63051315200.0
2019-09-16,13300.0,14150.0,13250.0,14050.0,8603484.0,120878950200.0
2019-09-17,13650.0,14150.0,13500.0,13950.0,3456718.0,48221216100.0
2019-09-18,13800.0,14800.0,13650.0,14400.0,6216137.0,89512372800.0
2019-09-19,14550.0,14750.0,14350.0,14550.0,2516925.0,36621258750.0
2019-09-20,14750.0,14900.0,14550.0,14900.0,3179671.0,47377097900.0
2019-09-23,15650.0,15750.0,15150.0,15150.0,4669962.0,70749924300.0
2019-09-24,14600.0,15450.0,14550.0,15000.0,5001273.0,75019095000.0
2019-09-25,14700.0,14750.0,13700.0,13900.0,5210499.0,72425936100.0
2019-09-26,14350.0,14650.0,13500.0,14050.0,4336407.0,60926518350.0
2019-09-27,13700.0,14300.0,13600.0,14000.0,2166487.0,30330818000.0
2019-09-30,13750.0,13900.0,13450.0,13700.0,1756561.0,24064885700.0
2019-10-01,13500.0,13750.0,13300.0,13400.0,2323896.0,31140206400.0
2019-10-02,14250.0,14400.0,13850.0,13900.0,4560397.0,63389518300.0
2019-10-04,14000.0,14100.0,13550.0,13750.0,2413645.0,33187618750.0
2019-10-07,12150.0,12250.0,11400.0,11650.0,6273586.0,73087276900.0
2019-10-08,11600.0,11950.0,11550.0,11800.0,3055502.0,36054923600.0
2019-10-10,11650.0,12100.0,11650.0,11850.0,1806971.0,21412606350.0
2019-10-11,12000.0,12050.0,11850.0,11900.0,1199468.0,14273669200.0
2019-10-14,12050.0,12500.0,11900.0,12400.0,2419213.0,29998241200.0
2019-10-15,12300.0,12500.0,12250.0,12400.0,889382.0,11028336800.0
2019-10-16,12350.0,12500.0,12200.0,12450.0,1079604.0,13441069800.0
2019-10-17,12400.0,12450.0,12100.0,12150.0,917653.0,11149483950.0
2019-10-18,12250.0,12500.0,12200.0,12250.0,1227976.0,15042706000.0
2019-10-21,12050.0,12050.0,11550.0,11700.0,1661008.0,19433793600.0
2019-10-22,11900.0,12300.0,11800.0,12250.0,1700432.0,20830292000.0
2019-10-23,11500.0,11800.0,11050.0,11250.0,6767891.0,76138773750.0
2019-10-24,11350.0,11650.0,11000.0,11500.0,2845107.0,32718730500.0
2019-10-25,11600.0,11800.0,11200.0,11400.0,2154097.0,24556705800.0
2019-10-28,11200.0,11750.0,10950.0,11350.0,2404909.0,27295717150.0
2019-10-29,11550.0,11900.0,11450.0,11750.0,2243804.0,26364697000.0
2019-10-30,11350.0,11550.0,11250.0,11450.0,1445496.0,16550929200.0
2019-10-31,11450.0,11650.0,11300.0,11400.0,1218962.0,13896166800.0
2019-11-01,11350.0,11600.0,11300.0,11600.0,1041005.0,12075658000.0
2019-11-04,11700.0,11700.0,11450.0,11650.0,1136891.0,13244780150.0
2019-11-05,12050.0,12150.0,11700.0,11900.0,2441326.0,29051779400.0
2019-11-06,12100.0,12500.0,11950.0,12150.0,2803669.0,34064578350.0
2019-11-07,12050.0,12100.0,11800.0,11900.0,1536778.0,18287658200.0
2019-11-08,11950.0,12500.0,11850.0,12500.0,2514788.0,31434850000.0
2019-11-11,12200.0,12300.0,12050.0,12150.0,1668777.0,20275640550.0
2019-11-12,12150.0,12250.0,12000.0,12150.0,889532.0,10807813800.0
2019-11-13,12100.0,12250.0,12050.0,12100.0,989385.0,11971558500.0
2019-11-14,12150.0,12350.0,12050.0,12300.0,1168929.0,14377826700.0
2019-11-15,12150.0,12350.0,11500.0,11950.0,3050892.0,36458159400.0
2019-11-18,12300.0,13050.0,12200.0,12500.0,5596219.0,69952737500.0
2019-11-19,12300.0,12450.0,12000.0,12150.0,1809502.0,21985449300.0
2019-11-20,12200.0,12250.0,11750.0,11900.0,1653756.0,19679696400.0
2019-11-21,11850.0,11950.0,11400.0,11550.0,1515503.0,17504059650.0
2019-11-22,11500.0,11750.0,11350.0,11650.0,1633588.0,19031300200.0
2019-11-25,11650.0,11800.0,11500.0,11750.0,1042403.0,12248235250.0
2019-11-26,11700.0,11850.0,11600.0,11650.0,1080103.0,12583199950.0
2019-11-27,11650.0,11650.0,11300.0,11400.0,1281439.0,14608404600.0
2019-11-28,11300.0,11350.0,11000.0,11050.0,1472741.0,16273788050.0
2019-11-29,10950.0,11250.0,10900.0,10950.0,903344.0,9891616800.0
2019-12-02,10950.0,11100.0,10450.0,10450.0,1919379.0,20057510550.0
2019-12-03,10250.0,11000.0,10000.0,10750.0,3788969.0,40731416750.0
2019-12-04,10450.0,10650.0,10250.0,10300.0,1594733.0,16425749900.0
2019-12-05,10300.0,10450.0,10050.0,10200.0,1496624.0,15265564800.0
2019-12-06,10050.0,10600.0,10050.0,10550.0,1141674.0,12044660700.0
2019-12-09,10350.0,10550.0,10250.0,10400.0,937194.0,9746817600.0
2019-12-10,10250.0,10350.0,9990.0,10000.0,1564045.0,15640450000.0
2019-12-11,10050.0,10300.0,10000.0,10250.0,1079114.0,11060918500.0
2019-12-12,10350.0,10600.0,10300.0,10500.0,1783738.0,18729249000.0
2019-12-13,10450.0,10600.0,10350.0,10500.0,1100058.0,11550609000.0
2019-12-16,10550.0,10800.0,10350.0,10500.0,2218821.0,23297620500.0
2019-12-17,10650.0,10650.0,10000.0,10050.0,2524746.0,25373697300.0
2019-12-18,10000.0,10650.0,9990.0,10500.0,2154624.0,22623552000.0
2019-12-19,10450.0,10500.0,10200.0,10250.0,1086837.0,11140079250.0
2019-12-20,10350.0,10650.0,10300.0,10550.0,1422445.0,15006794750.0
2019-12-23,10350.0,10400.0,10150.0,10200.0,1135782.0,11584976400.0
2019-12-24,10250.0,10350.0,10000.0,10100.0,1425724.0,14399812400.0
2019-12-26,10200.0,10500.0,10150.0,10450.0,1192864.0,12465428800.0
2019-12-27,10450.0,10550.0,10250.0,10500.0,1014709.0,10654444500.0
2019-12-30,10400.0,10600.0,10350.0,10400.0,969382.0,10081572800.0
2020-01-02,10400.0,10450.0,10250.0,10400.0,1010012.0,10504124800.0
2020-01-03,10500.0,10650.0,10400.0,10550.0,1656653.0,17477689150.0
2020-01-06,10450.0,10450.0,10050.0,10050.0,1800192.0,18091929600.0
2020-01-07,10150.0,10300.0,10050.0,10150.0,1509305.0,15319445750.0
2020-01-08,10100.0,10150.0,9310.0,9330.0,4103190.0,38282762700.0
2020-01-09,9730.0,10250.0,9670.0,10100.0,3017589.0,30477648900.0
2020-01-10,10250.0,10500.0,10050.0,10400.0,1468758.0,15275083200.0
2020-01-13,10200.0,10900.0,10100.0,10700.0,3444817.0,36859541900.0
2020-01-14,10800.0,10850.0,10450.0,10600.0,1574096.0,16685417600.0
2020-01-15,10600.0,11550.0,10500.0,11150.0,6136717.0,68424394550.0
2020-01-16,11200.0,11200.0,10650.0,10900.0,2752174.0,29998696600.0
2020-01-17,10900.0,11150.0,10650.0,10750.0,2410467.0,25912520250.0
2020-01-20,10700.0,10850.0,10450.0,10650.0,1478692.0,15748069800.0
2020-01-21,10800.0,11250.0,10500.0,10500.0,4142297.0,43494118500.0
2020-01-22,10400.0,10550.0,10250.0,10400.0,1280167.0,13313736800.0
2020-01-23,10450.0,10450.0,10200.0,10350.0,870979.0,9014632650.0
2020-01-28,9790.0,10050.0,9700.0,9770.0,2173376.0,21233883520.0
2020-01-29,9890.0,10050.0,9720.0,9810.0,1231979.0,12085713990.0
2020-01-30,9750.0,9870.0,9350.0,9400.0,1546128.0,14533603200.0
2020-01-31,9400.0,9720.0,9070.0,9070.0,1689933.0,15327692310.0
2020-02-03,8810.0,9180.0,8730.0,9100.0,1880710.0,17114461000.0
2020-02-04,9170.0,9440.0,9170.0,9400.0,985707.0,9265645800.0
2020-02-05,9500.0,9580.0,9200.0,9320.0,1122048.0,10457487360.0
2020-02-06,9440.0,9590.0,9440.0,9510.0,830334.0,7896476340.0
2020-02-07,9590.0,9790.0,9470.0,9770.0,1133713.0,11076376010.0
2020-02-10,9900.0,9990.0,9670.0,9920.0,1290795.0,12804686400.0
2020-02-11,9640.0,9710.0,9560.0,9670.0,1060716.0,10257123720.0
2020-02-12,9660.0,9660.0,9400.0,9480.0,1106679.0,10491316920.0
2020-02-13,9480.0,9630.0,9360.0,9460.0,997641.0,9437683860.0
2020-02-14,9460.0,9570.0,9420.0,9520.0,758116.0,7217264320.0
2020-02-17,9480.0,9570.0,9320.0,9390.0,9483116.0,89046459240.0
2020-02-18,9230.0,9240.0,8210.0,8270.0,9815176.0,81171505520.0
2020-02-19,8280.0,8350.0,7860.0,8030.0,3714268.0,29825572040.0
2020-02-20,8000.0,8050.0,7700.0,7700.0,2989605.0,23019958500.0
2020-02-21,7560.0,7920.0,7520.0,7600.0,2769988.0,21051908800.0
2020-02-24,7300.0,7390.0,6990.0,7000.0,3344427.0,23410989000.0
2020-02-25,6970.0,7440.0,6960.0,7420.0,2513424.0,18649606080.0
2020-02-26,7170.0,7460.0,7120.0,7320.0,1416034.0,10365368880.0
2020-02-27,7300.0,7430.0,7080.0,7120.0,1224194.0,8716261280.0
2020-02-28,6970.0,7110.0,6830.0,6850.0,1669750.0,11437787500.0
2020-03-02,6900.0,7030.0,6810.0,6970.0,1408838.0,9819600860.0
2020-03-03,7110.0,7270.0,7020.0,7100.0,1168707.0,8297819700.0
2020-03-04,7000.0,7290.0,6990.0,7260.0,937720.0,6807847200.0
2020-03-05,7320.0,7340.0,7210.0,7270.0,1243194.0,9038020380.0
2020-03-06,7540.0,7620.0,7060.0,7160.0,3823151.0,27373761160.0
2020-03-09,6900.0,6950.0,6700.0,6740.0,1763789.0,11887937860.0
2020-03-10,6570.0,6770.0,6550.0,6720.0,1762767.0,11845794240.0
2020-03-11,6770.0,6780.0,6400.0,6480.0,1473005.0,9545072400.0
2020-03-12,6330.0,6410.0,5900.0,5990.0,2749218.0,16467815820.0
2020-03-13,5410.0,5560.0,4735.0,5200.0,6132841.0,31890773200.0
2020-03-16,5210.0,5370.0,4805.0,4805.0,3359695.0,16143334475.0
2020-03-17,4380.0,4830.0,4375.0,4780.0,3187845.0,15237899100.0
2020-03-18,4820.0,5150.0,4390.0,4390.0,4631280.0,20331319200.0
2020-03-19,4500.0,4690.0,3730.0,3840.0,4474055.0,17180371200.0
2020-03-20,3905.0,4120.0,3870.0,4085.0,3060220.0,12500998700.0
2020-03-23,3895.0,4045.0,3780.0,3895.0,2516089.0,9800166655.0
2020-03-24,4015.0,4430.0,3930.0,4375.0,2961991.0,12958710625.0
2020-03-25,4520.0,4700.0,4390.0,4570.0,3391259.0,15498053630.0
2020-03-26,4595.0,4745.0,4445.0,4565.0,5353765.0,24439937225.0
2020-03-27,4730.0,4855.0,4350.0,4610.0,4950357.0,22821145770.0
2020-03-30,4430.0,4680.0,4385.0,4625.0,1999758.0,9248880750.0
2020-03-31,4700.0,6010.0,4670.0,6010.0,25711525.0,154526265250.0
2020-04-01,5870.0,7060.0,5770.0,6050.0,40650904.0,245937969200.0
2020-04-02,6100.0,6760.0,5700.0,6350.0,23198110.0,147307998500.0
2020-04-03,6450.0,6730.0,6280.0,6410.0,11217339.0,71903142990.0
2020-04-06,6410.0,6950.0,6370.0,6720.0,12971796.0,87170469120.0
2020-04-07,6920.0,7450.0,6720.0,7150.0,19814212.0,141671615800.0
2020-04-08,7050.0,7310.0,6800.0,6930.0,5918020.0,41011878600.0
2020-04-09,7090.0,7180.0,6920.0,7000.0,5189162.0,36324134000.0
2020-04-10,7050.0,7090.0,6350.0,6810.0,5439123.0,37040427630.0
2020-04-13,6780.0,7230.0,6580.0,6800.0,5698582.0,38750357600.0
2020-04-14,6940.0,8400.0,6930.0,7940.0,73566715.0,584119717100.0
2020-04-16,8450.0,10300.0,8440.0,10300.0,83279719.0,857781105700.0
2020-04-17,10000.0,10700.0,9490.0,9850.0,41414379.0,407931633150.0
2020-04-20,10000.0,11650.0,9900.0,10300.0,57113996.0,588274158800.0
2020-04-21,10450.0,11300.0,8380.0,9920.0,46706888.0,463332328960.0
2020-04-22,9980.0,10250.0,9540.0,10100.0,19184455.0,193762995500.0
2020-04-23,10000.0,10750.0,9900.0,10000.0,16457406.0,164574060000.0
2020-04-24,10300.0,10500.0,9900.0,10000.0,13893368.0,138933680000.0
2020-04-27,10350.0,10600.0,10000.0,10200.0,13746825.0,140217615000.0
2020-04-28,10300.0,10400.0,9900.0,10000.0,7868045.0,78680450000.0
2020-04-29,10100.0,10150.0,9890.0,10000.0,4661839.0,46618390000.0
2020-05-04,10800.0,10900.0,10050.0,10100.0,9007042.0,90971124200.0
2020-05-06,10200.0,10500.0,10000.0,10400.0,6795543.0,70673647200.0
2020-05-07,10500.0,11650.0,10400.0,10950.0,28499024.0,312064312800.0
2020-05-08,11250.0,12550.0,11050.0,12300.0,45357478.0,557896979400.0
2020-05-11,11700.0,11800.0,10950.0,11050.0,16795685.0,185592319250.0
2020-05-12,11000.0,11200.0,10350.0,10600.0,11275466.0,119519939600.0
2020-05-13,10250.0,10750.0,10150.0,10450.0,6743772.0,70472417400.0
2020-05-14,10300.0,10750.0,10250.0,10350.0,5475645.0,56672925750.0
2020-05-15,10400.0,10450.0,9960.0,10000.0,5292011.0,52920110000.0
2020-05-18,10000.0,10250.0,9870.0,9980.0,3425416.0,34185651680.0
2020-05-19,10150.0,10700.0,10050.0,10300.0,7416831.0,76393359300.0
2020-05-20,10250.0,10600.0,10150.0,10500.0,4361130.0,45791865000.0
2020-05-21,10650.0,10700.0,10250.0,10300.0,2602494.0,26805688200.0
2020-05-22,10350.0,10550.0,10150.0,10300.0,3328739.0,34286011700.0
2020-05-25,10150.0,10200.0,9980.0,10100.0,2371221.0,23949332100.0
2020-05-26,10100.0,11350.0,10000.0,10600.0,20746480.0,219912688000.0
2020-05-27,10700.0,10900.0,10400.0,10600.0,5777152.0,61237811200.0
2020-05-28,10650.0,11000.0,10150.0,10150.0,8517068.0,86448240200.0
2020-05-29,10100.0,10400.0,10050.0,10350.0,2921737.0,30239977950.0
2020-06-01,10400.0,10650.0,10350.0,10450.0,2700032.0,28215334400.0
2020-06-02,10500.0,10850.0,10450.0,10700.0,5403082.0,57812977400.0
2020-06-03,10800.0,10800.0,10500.0,10550.0,3176742.0,33514628100.0
2020-06-04,10400.0,10800.0,10300.0,10600.0,3603179.0,38193697400.0
2020-06-05,10650.0,11200.0,10550.0,10950.0,6760135.0,74023478250.0
2020-06-08,10600.0,10750.0,10300.0,10400.0,4920872.0,51177068800.0
2020-06-09,9750.0,10200.0,9750.0,10100.0,6686532.0,67533973200.0
2020-06-10,10000.0,10050.0,9770.0,9770.0,4466549.0,43638183730.0
2020-06-11,9850.0,9960.0,9420.0,9540.0,4003611.0,38194448940.0
2020-06-12,9040.0,10150.0,9020.0,9680.0,7626624.0,73825720320.0
2020-06-15,9290.0,9750.0,8660.0,8680.0,6759350.0,58671158000.0
2020-06-16,9000.0,9970.0,8880.0,9460.0,10234777.0,96820990420.0
2020-06-17,8700.0,8960.0,8530.0,8530.0,9391299.0,80107780470.0
2020-06-18,8530.0,8950.0,8070.0,8400.0,15730196.0,132133646400.0
2020-06-19,8430.0,10300.0,8430.0,9350.0,68483080.0,640316798000.0
2020-06-22,9310.0,9980.0,8960.0,9270.0,19022602.0,176339520540.0
2020-06-23,9420.0,9480.0,8820.0,8820.0,6614267.0,58337834940.0
2020-06-24,10300.0,10600.0,9700.0,10450.0,46815064.0,489217418800.0
2020-06-25,10050.0,10300.0,9930.0,9970.0,8576348.0,85506189560.0
2020-06-26,10150.0,10200.0,9510.0,9600.0,6828635.0,65554896000.0
2020-06-29,9350.0,9760.0,9340.0,9450.0,3712616.0,35084221200.0
2020-06-30,9560.0,9960.0,9320.0,9650.0,6672109.0,64385851850.0
2020-07-01,9870.0,10200.0,9680.0,10050.0,10825856.0,108799852800.0
2020-07-02,10100.0,10450.0,10000.0,10150.0,5255884.0,53347222600.0
2020-07-03,10500.0,10950.0,10200.0,10950.0,10751467.0,117728563650.0
2020-07-06,10800.0,10950.0,10450.0,10750.0,7858378.0,84477563500.0
2020-07-07,10600.0,10750.0,10150.0,10350.0,5462214.0,56533914900.0
2020-07-08,10300.0,10950.0,10150.0,10400.0,13554645.0,140968308000.0
2020-07-09,10450.0,10600.0,10150.0,10250.0,4464320.0,45759280000.0
2020-07-10,10400.0,10500.0,10050.0,10100.0,4465554.0,45102095400.0
2020-07-13,10150.0,10150.0,9850.0,9990.0,2803016.0,28002129840.0
2020-07-14,10000.0,10050.0,9900.0,9920.0,2067028.0,20504917760.0
2020-07-15,10000.0,10150.0,9970.0,10100.0,2439951.0,24643505100.0
2020-07-16,10100.0,10250.0,9980.0,10050.0,2470093.0,24824434650.0
2020-07-17,10250.0,10450.0,10150.0,10350.0,3238603.0,33519541050.0
2020-07-20,10300.0,10700.0,10050.0,10350.0,5143810.0,53238433500.0
2020-07-21,10400.0,10600.0,10350.0,10550.0,3511407.0,37045343850.0
2020-07-22,10550.0,10700.0,10350.0,10550.0,3037657.0,32047281350.0
2020-07-23,10500.0,10550.0,10150.0,10150.0,2920227.0,29640304050.0
2020-07-24,10150.0,10300.0,10000.0,10100.0,1887903.0,19067820300.0
2020-07-27,10050.0,10350.0,9980.0,10250.0,1686368.0,17285272000.0
2020-07-28,10300.0,10550.0,10150.0,10250.0,3284133.0,33662363250.0
2020-07-29,10200.0,10450.0,10200.0,10350.0,1766016.0,18278265600.0
2020-07-30,10400.0,10950.0,10250.0,10350.0,6450211.0,66759683850.0
2020-07-31,10400.0,10550.0,10250.0,10400.0,1867135.0,19418204000.0
2020-08-03,10700.0,10700.0,10400.0,10450.0,3277621.0,34251139450.0
